index	name	code	taxonomy	description	bin length	GC%	coverage	# contigs	# features	longest contig	RP Inventory (total: 55)	RP multiple	BSCG Inventory (total: 51)	BSCG multiple	ASCG Inventory (total: 38)	ASCG multiple	curation status	completion status
2170	Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_12_FULL_37_14	RIFCSPLOWO2_12_FULL_Levybacteria_37_14	Levybacteria, Microgenomates, Bacteria	None	818109	36.81	13.91	68	951	35620	42	1	44	2	7	1	Manually curated genome	near complete
2175	Candidatus_Peribacteria_bacterium_RIFCSPLOWO2_12_FULL_55_15	RIFCSPLOWO2_12_FULL_RIFCSPLOWO2_12_FULL_PER_ii_55_15_curated_54_15	RIFCSPLOWO2_12_FULL_PER_ii_55_15_curated, PER-ii, Bacteria	None	895810	54.44	15.35	24	961	154843	44	2	46	0	9	0	Manually curated genome	near complete
2179	candidate_division_WWE3_bacterium_RIFCSPLOWO2_12_FULL_36_10	RIFCSPLOWO2_12_FULL_RIFCSPLOWO2_12_FULL_WWE3_36_10_curated_35_10	RIFCSPLOWO2_12_FULL_WWE3_36_10_curated, WWE3, Bacteria	None	729680	35.37	9.79	47	869	43433	38	0	42	1	8	0	Manually curated genome	near complete
2204	Candidatus_Spechtbacteria_bacterium_RIFCSPLOWO2_02_FULL_38_8	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_RIF_OD1_05_38_8_curated_37_8	RIFCSPLOWO2_02_FULL_RIF_OD1_05_38_8_curated, RIF-OD1-5, Parcubacteria, Bacteria	None	574458	37.07	8.2	48	642	29855	40	3	44	1	10	0	Manually curated genome	near complete
2205	Candidatus_Zambryskibacteria_bacterium_RIFCSPLOWO2_02_FULL_39_26	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_RIF_OD1_10_39_26_curated_39_26	RIFCSPLOWO2_02_FULL_RIF_OD1_10_39_26_curated, RIF-OD1-1, Parcubacteria, Bacteria	None	611437	39.15	25.99	28	659	60852	44	1	45	0	10	1	Manually curated genome	near complete
2207	Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_02_FULL_41_13	RIFCSPLOWO2_02_FULL_RIFCSPHIGHO2_02_FULL_OD1_Yanofskybacteria_41_29_curated_41_13	RIFCSPHIGHO2_02_FULL_OD1_Yanofskybacteria_41_29_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	1022463	40.8	13.45	26	1074	143635	43	1	46	0	10	0	Manually curated genome	near complete
2213	Candidatus_Zambryskibacteria_bacterium_RIFCSPLOWO2_02_FULL_44_12b	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_RIF_OD1_10_44_12b_curated_43_12	RIFCSPLOWO2_02_FULL_RIF_OD1_10_44_12b_curated, RIF-OD1-1, Parcubacteria, Bacteria	None	484884	43.31	11.74	30	609	64141	41	1	42	0	9	0	Manually curated genome	near complete
2214	Candidatus_Jacksonbacteria_bacterium_RIFCSPLOWO2_02_FULL_44_20	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_RIF_OD1_02_44_20_curated_44_20	RIFCSPLOWO2_02_FULL_RIF_OD1_02_44_20_curated, RIF-OD1-2, Parcubacteria, Bacteria	None	1072735	43.84	20.38	41	1131	77260	44	2	49	0	11	0	Manually curated genome	near complete
2216	Candidatus_Harrisonbacteria_bacterium_RIFCSPLOWO2_02_FULL_45_10c	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Wolfebacteria_45_10c_curated_45_10	RIFCSPLOWO2_02_FULL_OD1_Wolfebacteria_45_10c_curated, Wolfebacteria, Parcubacteria, Bacteria	None	546056	44.64	10.23	35	620	44479	41	2	44	1	13	1	Manually curated genome	near complete
2217	Candidatus_Ryanbacteria_bacterium_RIFCSPLOWO2_02_FULL_45_11c	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_RIF_OD1_12_45_11c_curated_44_11	RIFCSPLOWO2_02_FULL_RIF_OD1_12_45_11c_curated, RIF-OD1-12, Parcubacteria, Bacteria	None	669974	44.44	11.26	55	807	33817	37	2	39	1	8	0	Manually curated genome	partial
2220	Candidatus_Buchananbacteria_bacterium_RIFCSPLOWO2_02_FULL_46_11b	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Falkowbacteria_46_11b_curated_45_11	RIFCSPLOWO2_02_FULL_OD1_Falkowbacteria_46_11b_curated, Falkowbacteria, Parcubacteria, Bacteria	None	1028533	45.26	10.87	73	1087	51663	45	2	44	0	10	0	Manually curated genome	near complete
2223	Candidatus_Komeilibacteria_bacterium_RIFCSPLOWO2_02_FULL_48_11	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_RIF_OD1_03_48_11_curated_47_11	RIFCSPLOWO2_02_FULL_RIF_OD1_03_48_11_curated, RIF-OD1-3, Parcubacteria, Bacteria	None	1087364	46.98	11.28	59	1180	86320	38	1	41	0	10	0	Manually curated genome	near complete
2228	Candidatus_Uhrbacteria_bacterium_RIFCSPLOWO2_02_FULL_51_9	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_51_9_curated_50_9	RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_51_9_curated, Uhrbacteria, Parcubacteria, Bacteria	None	667850	50.33	8.77	55	719	32154	37	1	38	1	8	0	Manually curated genome	partial
2229	Candidatus_Lloydbacteria_bacterium_RIFCSPLOWO2_02_FULL_54_12	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_RIF_OD1_09_54_12_curated_54_12	RIFCSPLOWO2_02_FULL_RIF_OD1_09_54_12_curated, RIF-OD1-9, Parcubacteria, Bacteria	None	1366402	54.19	12.08	68	1496	68591	47	2	45	0	11	1	Manually curated genome	near complete
2231	Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_02_FULL_36_11	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OP11_Roizmanbacteria_36_11_curated_36_10	RIFCSPLOWO2_02_FULL_OP11_Roizmanbacteria_36_11_curated, Roizmannbacteria, Microgenomates, Bacteria	None	1226552	35.98	10.45	28	1295	189795	48	3	46	0	10	0	Manually curated genome	near complete
2232	Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_02_FULL_36_8b	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OP11_Levybacteria_36_8b_curated_36_9	RIFCSPLOWO2_02_FULL_OP11_Levybacteria_36_8b_curated, Levybacteria, Microgenomates, Bacteria	None	872306	35.91	8.67	84	983	48320	40	0	40	1	8	0	Manually curated genome	partial
2234	Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_02_FULL_38_18	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OP11_Daviesbacteria_38_18_curated_38_19	RIFCSPLOWO2_02_FULL_OP11_Daviesbacteria_38_18_curated, Daviesbacteria, Microgenomates, Bacteria	None	1074601	38.24	18.77	44	1267	62604	46	2	48	0	10	1	Manually curated genome	near complete
2237	Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_02_FULL_40_13	RIFCSPLOWO2_02_FULL_RIFCSPHIGHO2_12_OP11_Roizmanbacteria_41_18_curated_40_15	RIFCSPHIGHO2_12_OP11_Roizmanbacteria_41_18_curated, Roizmannbacteria, Microgenomates, Bacteria	None	925264	39.98	14.58	25	1052	217261	46	2	45	0	9	0	Manually curated genome	near complete
2271	Candidatus_Campbellbacteria_bacterium_RIFCSPLOWO2_02_FULL_35_11	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Campbellbacteria_35_11_curated_35_11	RIFCSPLOWO2_02_FULL_OD1_Campbellbacteria_35_11_curated, Campbellbacteria, Parcubacteria, Bacteria	None	523537	34.97	11.48	42	574	62627	39	1	38	1	7	0	Manually curated genome	partial
2273	Candidatus_Portnoybacteria_bacterium_RIFCSPLOWO2_02_FULL_40_15	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_01_FULL_RIF_OD1_08_38_39_curated_39_12	RIFCSPLOWO2_01_FULL_RIF_OD1_08_38_39_curated, RIF-OD1-8, Parcubacteria, Bacteria	None	687301	38.52	11.6	36	736	84361	39	0	45	0	12	0	Manually curated genome	near complete
2277	Candidatus_Harrisonbacteria_bacterium_RIFCSPLOWO2_02_FULL_41_13b	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Wolfebacteria_41_13b_curated_40_13	RIFCSPLOWO2_02_FULL_OD1_Wolfebacteria_41_13b_curated, Wolfebacteria, Parcubacteria, Bacteria	None	839317	40.01	12.84	38	930	70422	43	3	46	0	10	1	Manually curated genome	near complete
2282	Candidatus_Magasanikbacteria_bacterium_RIFCSPLOWO2_02_FULL_44_11	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Magasanikbacteria_44_11_curated_44_11	RIFCSPLOWO2_02_FULL_OD1_Magasanikbacteria_44_11_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	983287	44.42	11.18	56	1055	64187	42	2	42	1	11	0	Manually curated genome	near complete
2286	Candidatus_Colwellbacteria_bacterium_RIFCSPLOWO2_02_FULL_45_11	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_45_11_curated_45_11	RIFCSPLOWO2_02_FULL_OD1_45_11_curated, Parcubacteria, Bacteria	None	531354	45.21	11.02	32	644	40871	39	1	44	0	8	1	Manually curated genome	near complete
2289	Candidatus_Giovannonibacteria_bacterium_RIFCSPLOWO2_02_FULL_45_28	RIFCSPLOWO2_02_FULL_Parcubacteria_45_29	Parcubacteria, Bacteria	None	886299	44.59	28.97	29	1057	155902	42	0	46	0	10	0	Manually curated genome	near complete
2292	Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_02_FULL_47_9b	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Yanofskybacteria_47_9b_curated_46_9	RIFCSPLOWO2_02_FULL_OD1_Yanofskybacteria_47_9b_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	557064	46.43	9.01	49	729	29193	43	2	43	2	8	1	Manually curated genome	near complete
2293	Candidatus_Uhrbacteria_bacterium_RIFCSPLOWO2_02_FULL_48_12	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_48_12_curated_47_12	RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_48_12_curated, Uhrbacteria, Parcubacteria, Bacteria	None	795264	47.21	11.9	64	893	37480	45	0	42	1	12	1	Manually curated genome	near complete
2294	Candidatus_Uhrbacteria_bacterium_RIFCSPLOWO2_02_FULL_48_18	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_01_FULL_OD1_Uhrbacteria_47_17_curated_47_20	RIFCSPLOWO2_01_FULL_OD1_Uhrbacteria_47_17_curated, Uhrbacteria, Parcubacteria, Bacteria	None	1074415	47.19	19.5	10	1139	252194	49	2	49	1	10	0	Manually curated genome	near complete
2295	Candidatus_Uhrbacteria_bacterium_RIFCSPLOWO2_02_FULL_49_11	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_49_11_curated_49_11	RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_49_11_curated, Uhrbacteria, Parcubacteria, Bacteria	None	967388	48.88	10.92	78	1030	39766	37	2	38	0	7	0	Manually curated genome	partial
2297	Candidatus_Sungbacteria_bacterium_RIFCSPLOWO2_02_FULL_51_17	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_RIF_OD1_13_51_17_curated_51_17	RIFCSPLOWO2_02_FULL_RIF_OD1_13_51_17_curated, RIF-OD1-13, Parcubacteria, Bacteria	None	1242788	51.1	17.2	49	1358	113727	45	0	46	0	12	0	Manually curated genome	near complete
2300	Candidatus_Kaiserbacteria_bacterium_RIFCSPLOWO2_02_FULL_59_19	RIFCSPLOWO2_02_FULL_RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_59_21_curated_58_19	RIFCSPHIGHO2_02_FULL_OD1_Kaiserbacteria_59_21_curated, Kaiserbacteria, Parcubacteria, Bacteria	None	805717	58.37	18.72	42	916	96025	46	1	45	2	11	0	Manually curated genome	near complete
2301	Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_02_FULL_36_7	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OP11_Daviesbacteria_36_7_curated_36_7	RIFCSPLOWO2_02_FULL_OP11_Daviesbacteria_36_7_curated, Daviesbacteria, Microgenomates, Bacteria	None	727190	35.79	7.13	75	917	35450	42	0	43	1	10	0	Manually curated genome	near complete
2302	Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_02_FULL_37_11	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OP11_Levybacteria_37_11_curated_37_12	RIFCSPLOWO2_02_FULL_OP11_Levybacteria_37_11_curated, Levybacteria, Microgenomates, Bacteria	None	495529	36.5	11.63	45	585	29925	43	0	41	0	11	0	Manually curated genome	near complete
2309	Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_02_FULL_43_10	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OP11_Roizmanbacteria_43_10_curated_42_10	RIFCSPLOWO2_02_FULL_OP11_Roizmanbacteria_43_10_curated, Roizmannbacteria, Microgenomates, Bacteria	None	926317	42.17	9.85	60	1042	57564	42	1	43	0	8	0	Manually curated genome	near complete
2310	Candidatus_Beckwithbacteria_bacterium_RIFCSPLOWO2_02_FULL_47_23	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OP11_Beckwithbacteria_47_23_curated_47_23	RIFCSPLOWO2_02_FULL_OP11_Beckwithbacteria_47_23_curated, Beckwithbacteria, Microgenomates, Bacteria	None	672036	47.16	22.97	68	853	23692	45	3	44	1	10	1	Manually curated genome	near complete
2327	Candidatus_Magasanikbacteria_bacterium_RIFCSPLOWO2_02_FULL_47_16	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Magasanikbacteria_47_16_curated_47_17	RIFCSPLOWO2_02_FULL_OD1_Magasanikbacteria_47_16_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	1110770	46.86	16.58	10	1075	289884	46	1	48	0	12	0	Manually curated genome	near complete
2335	Candidatus_Azambacteria_bacterium_RIFCSPLOWO2_02_FULL_42_10	RIFCSPLOWO2_02_FULL_Azambacteria_42_10	Azambacteria, Parcubacteria, Bacteria	None	467106	41.69	9.68	40	566	31466	40	1	44	0	11	0	Manually curated genome	near complete
2341	Candidatus_Portnoybacteria_bacterium_RIFCSPLOWO2_12_FULL_39_9	RIFCSPLOWO2_02_FULL_RIFCSPHIGHO2_01_FULL_RIF_OD1_08_40_12b_curated_40_15	RIFCSPHIGHO2_01_FULL_RIF_OD1_08_40_12b_curated, RIF-OD1-8, Parcubacteria, Bacteria	None	738770	39.56	14.58	37	804	78382	44	1	46	1	12	2	Manually curated genome	near complete
2345	Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_02_FULL_43_10b	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Yanofskybacteria_43_10b_curated_42_10	RIFCSPLOWO2_02_FULL_OD1_Yanofskybacteria_43_10b_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	548317	42.26	10.31	51	612	24242	40	0	44	0	7	1	Manually curated genome	near complete
2347	Candidatus_Giovannonibacteria_bacterium_RIFCSPLOWO2_02_FULL_43_54	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_12_FULL_OD1_Giovannonibacteria_44_32_curated_43_55	RIFCSPLOWO2_12_FULL_OD1_Giovannonibacteria_44_32_curated, Giovannonibacteria, Parcubacteria, Bacteria	None	740563	43.47	54.81	47	894	71076	43	2	47	1	10	0	Manually curated genome	near complete
2348	Candidatus_Nomurabacteria_bacterium_RIFCSPLOWO2_02_FULL_44_12	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_12_FULL_OD1_Nomurabacteria_44_11_curated_44_12	RIFCSPLOWO2_12_FULL_OD1_Nomurabacteria_44_11_curated, Nomurabacteria, Parcubacteria, Bacteria	None	630629	43.87	12.38	32	747	61928	42	1	44	0	9	0	Manually curated genome	near complete
2350	Candidatus_Taylorbacteria_bacterium_RIFCSPLOWO2_02_FULL_44_35	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_RIF_OD1_11_44_35_curated_44_36	RIFCSPLOWO2_02_FULL_RIF_OD1_11_44_35_curated, RIF-OD1-11, Parcubacteria, Bacteria	None	583801	44.34	35.5	32	670	72229	42	1	41	1	8	1	Manually curated genome	near complete
2354	Candidatus_Yanofskybacteria_bacterium_RIFCSPLOWO2_02_FULL_45_18	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Yanofskybacteria_45_18_curated_46_19	RIFCSPLOWO2_02_FULL_OD1_Yanofskybacteria_45_18_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	627228	45.53	18.61	23	676	76806	43	1	46	0	7	1	Manually curated genome	near complete
2356	Candidatus_Uhrbacteria_bacterium_RIFCSPLOWO2_02_FULL_46_25	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_46_25_curated_47_25	RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_46_25_curated, Uhrbacteria, Parcubacteria, Bacteria	None	1070568	46.74	24.6	19	1148	159143	46	3	49	0	9	0	Manually curated genome	near complete
2357	Candidatus_Ryanbacteria_bacterium_RIFCSPLOWO2_02_FULL_47_14	RIFCSPLOWO2_02_FULL_GWA2_OD1_47_10b_47_14	GWA2_OD1_47_10b, Parcubacteria, Bacteria	None	815215	46.73	13.52	43	918	60909	43	1	43	0	10	0	Manually curated genome	near complete
2362	Candidatus_Zambryskibacteria_bacterium_RIFCSPLOWO2_02_FULL_51_21	RIFCSPLOWO2_02_FULL_RIFCSPHIGHO2_02_FULL_RIF_OD1_10_43_37_curated_52_20	RIFCSPHIGHO2_02_FULL_RIF_OD1_10_43_37_curated, RIF-OD1-1, Parcubacteria, Bacteria	None	482730	51.52	20.04	2	593	463918	45	1	46	1	10	1	Manually curated genome	near complete
2366	Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_02_FULL_36_8	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OP11_Levybacteria_36_8_curated_35_8	RIFCSPLOWO2_02_FULL_OP11_Levybacteria_36_8_curated, Levybacteria, Microgenomates, Bacteria	None	460279	34.63	8.19	51	563	28043	38	0	36	0	6	0	Manually curated genome	partial
2368	Candidatus_Roizmanbacteria_bacterium_RIFCSPLOWO2_02_FULL_38_10	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OP11_Roizmanbacteria_38_10_curated_37_10	RIFCSPLOWO2_02_FULL_OP11_Roizmanbacteria_38_10_curated, Roizmannbacteria, Microgenomates, Bacteria	None	743041	37.2	10.18	54	823	76194	41	2	41	2	9	1	Manually curated genome	near complete
2369	Candidatus_Daviesbacteria_bacterium_RIFCSPLOWO2_02_FULL_39_13	RIFCSPLOWO2_02_FULL_GWA2_OP11_ACD38_rel_39_33_39_13	GWA2_OP11_ACD38-rel_39_33, Daviesbacteria, Microgenomates, Bacteria	None	1267267	38.88	13.2	17	1375	350277	45	2	47	0	11	1	Manually curated genome	near complete
2370	Candidatus_Curtissbacteria_bacterium_RIFCSPLOWO2_02_FULL_40_11	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OP11_Curtissbacteria_40_11_curated_39_11	RIFCSPLOWO2_02_FULL_OP11_Curtissbacteria_40_11_curated, Curtissbacteria, Microgenomates, Bacteria	None	938315	38.93	11.08	45	1128	74114	44	1	46	0	11	0	Manually curated genome	near complete
2371	Candidatus_Levybacteria_bacterium_RIFCSPLOWO2_02_FULL_40_18	RIFCSPLOWO2_02_FULL_Levybacteria_40_19	Levybacteria, Microgenomates, Bacteria	None	851565	40.03	19.44	11	960	434951	48	2	47	0	9	1	Manually curated genome	near complete
2376	Candidatus_Peregrinibacteria_bacterium_RIFCSPLOWO2_02_FULL_48_14	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_Peregrinibacteria_48_14_curated_47_14	RIFCSPLOWO2_02_FULL_Peregrinibacteria_48_14_curated, Peregrinibacteria, Bacteria	None	826567	47.42	13.9	75	952	39219	39	1	41	0	7	0	Manually curated genome	near complete
2389	Candidatus_Uhrbacteria_bacterium_RIFCSPLOWO2_02_FULL_54_37	RIFCSPLOWO2_02_FULL_RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_54_37_curated_54_37	RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_54_37_curated, Uhrbacteria, Parcubacteria, Bacteria	None	702475	54.26	37.48	67	792	36143	38	2	38	0	5	0	Manually curated genome	partial
2399	Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_02_FULL_41_11	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_02_FULL_OD1_Yanofskybacteria_41_11_curated_41_11	RIFCSPHIGHO2_02_FULL_OD1_Yanofskybacteria_41_11_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	1272921	41.18	11.16	70	1412	94531	45	1	44	1	10	0	Manually curated genome	near complete
2400	Candidatus_Yanofskybacteria_bacterium_RIFCSPHIGHO2_02_FULL_43_22	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_02_FULL_OD1_Yanofskybacteria_43_22_curated_43_22	RIFCSPHIGHO2_02_FULL_OD1_Yanofskybacteria_43_22_curated, Yanofskybacteria, Parcubacteria, Bacteria	None	856003	42.96	21.89	46	900	61979	43	3	43	2	9	2	Manually curated genome	near complete
2401	Candidatus_Doudnabacteria_bacterium_RIFCSPHIGHO2_02_FULL_46_11	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_02_FULL_SM2F11_46_11_curated_46_11	RIFCSPHIGHO2_02_FULL_SM2F11_46_11_curated, SM2F11, Bacteria	None	862074	45.89	10.69	38	982	80117	43	3	47	0	11	0	Manually curated genome	near complete
2407	Candidatus_Ryanbacteria_bacterium_RIFCSPHIGHO2_02_FULL_45_13b	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_02_FULL_RIF_OD1_12_45_13b_curated_45_15	RIFCSPHIGHO2_02_FULL_RIF_OD1_12_45_13b_curated, RIF-OD1-12, Parcubacteria, Bacteria	None	840755	44.65	14.51	29	932	64407	43	3	45	1	9	0	Manually curated genome	near complete
2408	Candidatus_Ryanbacteria_bacterium_RIFCSPHIGHO2_02_FULL_45_17b	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_02_FULL_RIF_OD1_12_45_17b_curated_45_17	RIFCSPHIGHO2_02_FULL_RIF_OD1_12_45_17b_curated, RIF-OD1-12, Parcubacteria, Bacteria	None	836986	44.55	16.53	15	935	220002	43	1	45	0	10	1	Manually curated genome	near complete
2409	Candidatus_Giovannonibacteria_bacterium_RIFCSPHIGHO2_02_FULL_46_20	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_02_FULL_OD1_Giovannonibacteria_46_20_curated_46_20	RIFCSPHIGHO2_02_FULL_OD1_Giovannonibacteria_46_20_curated, Giovannonibacteria, Parcubacteria, Bacteria	None	654713	45.71	20.41	41	703	78898	40	0	44	1	9	0	Manually curated genome	near complete
2411	Candidatus_Sungbacteria_bacterium_RIFCSPHIGHO2_02_FULL_52_23	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_02_FULL_RIF_OD1_13_52_23_curated_52_23	RIFCSPHIGHO2_02_FULL_RIF_OD1_13_52_23_curated, RIF-OD1-13, Parcubacteria, Bacteria	None	695015	52.35	22.74	51	797	36093	39	0	42	1	10	1	Manually curated genome	near complete
2412	Candidatus_Buchananbacteria_bacterium_RIFCSPHIGHO2_02_FULL_56_16	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_02_FULL_OD1_Falkowbacteria_56_16_curated_55_16	RIFCSPHIGHO2_02_FULL_OD1_Falkowbacteria_56_16_curated, Falkowbacteria, Parcubacteria, Bacteria	None	1056120	55.49	16.09	39	1054	83694	47	2	46	0	11	0	Manually curated genome	near complete
2413	Candidatus_Pacebacteria_bacterium_RIFCSPHIGHO2_02_FULL_46_9	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_02_FULL_OP11_Pacebacteria_46_9_curated_46_9	RIFCSPHIGHO2_02_FULL_OP11_Pacebacteria_46_9_curated, Pacebacteria, Microgenomates, Bacteria	None	715319	45.97	9.45	50	884	51401	44	1	46	1	8	2	Manually curated genome	near complete
2414	Candidatus_Nomurabacteria_bacterium_RIFCSPHIGHO2_02_FULL_38_15	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_02_FULL_OD1_Nomurabacteria_38_15_curated_38_15	RIFCSPHIGHO2_02_FULL_OD1_Nomurabacteria_38_15_curated, Nomurabacteria, Parcubacteria, Bacteria	None	443909	37.75	15.14	27	521	50167	40	1	39	0	11	0	Manually curated genome	partial
2415	Candidatus_Buchananbacteria_bacterium_RIFCSPHIGHO2_02_FULL_38_8	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_01_FULL_OD1_Falkowbacteria_39_8_curated_38_8	RIFCSPHIGHO2_01_FULL_OD1_Falkowbacteria_39_8_curated, Falkowbacteria, Parcubacteria, Bacteria	None	773774	38.07	8.02	71	875	34267	45	2	43	2	12	0	Manually curated genome	near complete
2416	Candidatus_Moranbacteria_bacterium_RIFCSPHIGHO2_02_FULL_40_12b	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_12_FULL_OD1_Moranbacteria_40_10_curated_40_12	RIFCSPHIGHO2_12_FULL_OD1_Moranbacteria_40_10_curated, Moranbacteria, Parcubacteria, Bacteria	None	940613	39.7	12.07	46	1064	107360	47	2	47	2	8	0	Manually curated genome	near complete
2419	Candidatus_Magasanikbacteria_bacterium_RIFCSPHIGHO2_02_FULL_47_14	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_02_FULL_OD1_Magasanikbacteria_47_14_curated_47_14	RIFCSPHIGHO2_02_FULL_OD1_Magasanikbacteria_47_14_curated, Magasanikbacteria, Parcubacteria, Bacteria	None	870492	46.99	13.91	58	901	50458	43	1	43	2	8	0	Manually curated genome	near complete
2421	Candidatus_Wildermuthbacteria_bacterium_RIFCSPHIGHO2_02_FULL_48_16	RIFCSPHIGHO2_02_FULL_RIFCSPHIGHO2_02_FULL_RIF_OD1_07_48_16_curated_48_16	RIFCSPHIGHO2_02_FULL_RIF_OD1_07_48_16_curated, RIF-OD1-7, Parcubacteria, Bacteria	None	432037	47.93	16.38	31	527	37681	39	1	40	1	8	0	Manually curated genome	partial
2429	Candidatus_Moranbacteria_bacterium_RBG_13_45_13	RBG_13_RBG_13_OD1_Moranbacteria_45_13_curated_44_13	RBG_13_OD1_Moranbacteria_45_13_curated, Moranbacteria, Parcubacteria, Bacteria	None	1162087	44.11	13.03	40	1182	244516	41	4	42	2	8	3	Manually curated genome	near complete
2444	Candidatus_Peribacteria_bacterium_RIFOXYC2_FULL_58_10	RIFOXYC2_FULL_RIFOXYD2_FULL_PER_ii_58_15_curated_58_10	RIFOXYD2_FULL_PER_ii_58_15_curated, PER-ii, Bacteria	None	1241233	57.53	10.2	48	1207	78218	47	2	46	2	9	0	Manually curated genome	near complete
